source;id;title;objectives;objectives_entities
skyrim;57929;The Staff of Magnus (Skyrim);"Enter Labyrinthian 
Find the Staff of Magnus 
Defeat the Dragon Priest 
Retrieve the Staff of Magnus 
Return to Tolfdir 
Exit Labyrinthian 
Escape the Thalmor 
Find a way out of Labyrinthian 
Return to Tolfdir";Enter Labyrinthian xmiscx the xorgx xmiscx xperx Defeat the xmiscx Priest Retrieve the xorgx xmiscx xperx Return to xorgx Exit Labyrinthian xmiscx the xorgx xmiscx a way out xmiscx Labyrinthian Return to xorgx
skyrim;901457;The Steward's Potion;Deliver the Stallion's Potion to Reburrus Quintilius;Deliver the xorgx 's Potion to Reburrus Quintilius
skyrim;62995;The Straw that Broke;"Ask Wilhelm about Reyda 
Locate Reyda's remains 
Bring Reyda's Necklace to Narfi";Ask xperx about xmiscx Locate xmiscx 's remains Bring xmiscx 's Necklace to xlocx
skyrim;66915;The Sweep Job;"Clear the wealthy home in the city of valuables. 
Return the valuables to Vex.";Clear the wealthy home in the city xmiscx valuables . Return the valuables to xorgx .
skyrim;70416;The Taste of Death;"Speak to Verulus about the Hall of Dead 
Investigate the Hall of the Dead 
Tell Verulus the Hall of the Dead is safe 
Clear the Draugr from Reachcliff Cave 
Speak to Eola 
Convince Verulus to follow you 
Lead Verulus to the Shrine of Namira 
Kill Verulus 
Feast on Verulus";Speak to xorgx about the xlocx xmiscx Dead Investigate the xlocx xmiscx the Dead Tell xorgx the xlocx xmiscx the Dead is safe Clear the xorgx from Reachcliff Cave Speak to Eola Convince xorgx to follow you Lead xorgx to the xlocx xmiscx Namira xorgx xorgx Feast on xorgx
skyrim;54447;The Throat of the World;"Talk to Arngeir 
Learn the ""Clear Skies"" Shout 
Use the ""Clear Skies"" Shout 
Talk to Paarthurnax 
Learn the Word of Power from Paarthurnax 
Talk to Paarthurnax";Talk to xorgx Learn the `` Clear Skies '' Shout Use the `` Clear Skies '' Shout Talk to xorgx Learn the xmiscx xmiscx Power from xorgx Talk to xorgx
skyrim;49245;The Way of the Voice;"Speak to the Greybeards 
Demonstrate your ""Unrelenting Force"" Shout 
Speak to Arngeir 
Learn the Word of Power from Einarth 
Demonstrate your ""Unrelenting Force"" Shout 
Learn the Word of Power from Borri 
Demonstrate your ""Whirlwind Sprint"" Shout 
Speak to Arngeir for further training";Speak to the xorgx Demonstrate your `` Unrelenting xorgx '' Shout Speak to xorgx Learn the xmiscx xmiscx Power from xorgx Demonstrate your `` Unrelenting xorgx '' Shout Learn the xmiscx xmiscx Power from Borri Demonstrate your `` Whirlwind Sprint '' Shout Speak to xorgx for further training
skyrim;64474;The Whispering Door;"Ask about Balgruuf's strange children 
Find out what's wrong with Nelkir 
Listen to the whispering door 
Speak to Nelkir 
Obtain the key to the whispering door 
Open the whispering door 
Retrieve the Ebony Blade";Ask about xperx 's strange children xmiscx out what 's wrong with Nelkir Listen to the whispering door Speak to Nelkir Obtain the key to the whispering door Open the whispering door Retrieve the Ebony xmiscx
skyrim;66369;The White Phial (Quest);"Retrieve the White Phial 
Bring the Phial to Nurelion 
Speak to Quintus Navale";Retrieve the xmiscx Phial Bring the Phial to Nurelion Speak to Quintus Navale
skyrim;70411;The Wolf Queen Awakened;"Speak to Styrr 
Defeat Potema 
Retrieve Potema's remains 
Give Potema's remains to Styrr 
Return to Falk Firebeard";Speak to xorgx Defeat xperx Retrieve xperx 's remains Give xperx 's remains to xorgx Return to xlocx xorgx
skyrim;54452;The World-Eater's Eyrie;"Set Odahviing free 
Talk to Odahviing 
Reach Alduin's portal to Sovngarde 
Enter Sovngarde";Set xorgx free Talk to xorgx xorgx xorgx 's portal to xorgx Enter xorgx
skyrim;64655;To Kill an Empire;"Report to Astrid 
Report to Commander Maro 
Report to Gianna 
Report to Gianna while wearing a chef's hat 
Make the Potage le Magnifique 
Follow Gianna to the dining room 
Kill the Emperor 
Escape the Tower! 
Return to the Sanctuary";Report to xperx Report to Commander xperx Report to xperx Report to xperx while wearing a chef 's hat Make the Potage le Magnifique Follow xperx to the dining room xorgx the Emperor xmiscx the xlocx ! Return to the xlocx
skyrim;65190;Tolfdir the Absent-Minded;"Find Tolfdir's Alembic 
Return Tolfdir's Alembic to him";xmiscx xorgx 's xmiscx Return xorgx 's xmiscx to him
skyrim;62325;Totems of Hircine;"Retrieve the Totem of Hircine 
Take the Totem to the Underforge";Retrieve the Totem xmiscx xperx Take the Totem to the Underforge
skyrim;156996;Toying With The Dead;"Enter Yngvild 
Retrieve Arondil's Journals 
Return to Vekel";Enter Yngvild Retrieve Arondil 's Journals Return to xlocx
skyrim;79356;Trinity Restored;"Listen to Karliah 
Meet Karliah at the standing stone 
Follow Karliah 
Activate the Armor Stone 
Equip the Nightingale Armor 
Stand on the vacant Floor Glyph 
Speak to Karliah 
Speak to Brynjolf";Listen to xperx Meet xperx at the standing stone Follow xperx Activate the Armor xmiscx Equip the xorgx Armor Stand on the vacant Floor Glyph Speak to xperx Speak to xperx
skyrim;246479;Trius' Trinket;"Search the wreck for a jewelry box 
Return the box to Trius for the promised reward";Search the wreck for a jewelry box Return the box to xorgx for the promised reward
skyrim;62738;Trouble in Skyrim;"Kill the leader of the location 
Return to Farkas";xorgx the leader xmiscx the location Return to xlocx
skyrim;274320;Truth Ore Consequences;"Obtain ore sample from Filnjar 
Return ore sample to Hafjorg";Obtain ore sample from xlocx Return ore sample to xlocx
skyrim;44492;Unbound;"Make your way to the keep 
Enter the Keep with Hadvar or Ralof 
Escape Helgen 
Find some equipment (Hadvar) 
Loot Gunjar's body (Ralof) 
Search the barrel for potions (optional) 
Attempt to pick the lock of the cage (optional)";Make your way to the keep Enter the xlocx with xperx or xperx xmiscx Helgen xmiscx some equipment ( xperx ) Loot xperx 's body ( xperx ) Search the barrel for potions ( optional ) Attempt to pick the lock xmiscx the cage ( optional )
skyrim;59902;Under New Management;"Speak to Brynjolf about becoming the Guild Master 
Proceed to the center of the Cistern 
Become Guild Master for the Thieves Guild 
Speak to Brynjolf about being Guild Master 
Retrieve your Guild Leader Armor from Tonilia";Speak to xperx about becoming the Guild Master Proceed to the center xmiscx the xlocx Become Guild Master for the Thieves Guild Speak to xperx about being Guild Master Retrieve your Guild Leader Armor from xlocx
skyrim;56984;Under Saarthal;"Meet Tolfdir outside Saarthal 
Follow Tolfdir 
Find Arniel Gane 
Use the Saarthal Amulet to escape the trap 
Follow Tolfdir 
Tell Tolfdir about the vision 
Follow Tolfdir 
Find danger within Saarthal 
Talk to the Arch-Mage";Meet xorgx outside xlocx Follow xorgx xmiscx Arniel Gane Use the xlocx Amulet to escape the trap Follow xorgx Tell xorgx about the vision Follow xorgx xmiscx danger within xlocx Talk to the Arch-Mage
skyrim;1056628;Under the Table;"Deliver Mead to Wilhelm (option one) 
Show Mead to Indaryn (option two)";Deliver xorgx to xperx ( option one ) Show xorgx to xorgx ( option two )
skyrim;61478;Unfathomable Depths;"Speak to From-Deepest-Fathoms 
Take the lexicon to Avanchnzel";Speak to From-Deepest-Fathoms Take the lexicon to Avanchnzel
skyrim;72230;Visit the Museum in Dawnstar;Visit the Museum in Dawnstar;Visit the xlocx in xlocx
skyrim;54901;Waking Nightmare;"Follow Erandur to Nightcaller Temple 
Speak to Erandur 
Follow Erandur 
Follow Erandur to the Library 
Speak to Erandur 
Locate The Dreamstride 
Speak to Erandur 
Follow Erandur to the laboratory 
Speak to Erandur 
Locate Vaermina's Torpor 
Speak to Erandur 
Drink Vaermina's Torpor 
Release the Miasma 
Disable the Magical Barrier 
Speak to Erandur 
Follow Erandur to the Skull of Corruption 
Defeat Veren and Thorek 
Speak to Erandur 
Wait for Erandur to dispel the barrier 
Murder Erandur or allow Erandur to complete his ritual 
Take the Skull of Corruption (optional)";Follow xorgx to Nightcaller xlocx Speak to xorgx Follow xorgx Follow xorgx to the xlocx Speak to xorgx Locate xlocx Dreamstride Speak to xorgx Follow xorgx to the laboratory Speak to xorgx Locate xorgx 's Torpor Speak to xorgx Drink xorgx 's Torpor Release the Miasma Disable the Magical Barrier Speak to xorgx Follow xorgx to the Skull xmiscx Corruption Defeat xperx xorgx xperx Speak to xorgx Wait for xorgx to dispel the barrier Murder xorgx or allow xorgx to complete his ritual Take the Skull xmiscx Corruption ( optional )
skyrim;64059;Where You Hang Your Enemy's Head;Employ Delvin Mallory's services;Employ xlocx Mallory 's services
skyrim;63539;Whispers in the Dark;"Hide in the Night Mother's coffin 
Eavesdrop on Cicero 
Talk to Cicero 
Talk to Astrid 
Receive a side contract from Nazir";Hide in the xlocx xperx 's coffin Eavesdrop on xperx Talk to xperx Talk to xperx Receive a side contract from xperx
skyrim;57770;With Friends Like These...;"Kill one of the captives 
Speak with Astrid 
Enter the Dark Brotherhood Sanctuary 
Speak with Astrid";xorgx one xmiscx the captives Speak with xperx Enter the Dark Brotherhood xlocx Speak with xperx
skyrim;160546;Ysolda's Shipment;Speak to Ysolda about Sleeping Tree Sap;Speak to xperx about Sleeping xlocx Sap
wicher_contracts;24948;Contract: Deadly Delights;"Talk to the guard. 
Get information from the medic. 
Examine the crime scene using your Witcher Senses. 
Follow the tracks using your Witcher Senses. 
Talk to the brothel owner. 
If Axii isn't used: 
Find a way into the house. 
Confront the succubus. 
If Geralt kills the succubus: 
Collect your reward from the guard.";Talk to the guard . Get information from the medic . Examine the crime scene using your Witcher Senses . Follow the tracks using your Witcher Senses . Talk to the brothel owner . If Axii is n't used : xmiscx a way into the house . Confront the succubus . If xperx kills the succubus : Collect your reward from the guard .
wicher_contracts;55540;Contract: Doors Slamming Shut;"Talk to Kurt Dysart. 
Travel to the haunted mansion. 
Investigate the haunted mansion using your Witcher Senses. 
Investigate the basement using your Witcher Senses. 
Read the diary from the ruined house. 
Find the earth elemental. 
Deactivate the magic barrier. 
Kill the earth elemental. 
Take a trophy from the earth elemental. 
Collect your reward from Kurt Dysart.";Talk to Kurt Dysart . Travel to the haunted mansion . Investigate the haunted mansion using your Witcher Senses . Investigate the basement using your Witcher Senses . Read the diary from the ruined house . xmiscx the earth elemental . Deactivate the magic barrier . xorgx the earth elemental . Take a trophy from the earth elemental . Collect your reward from Kurt Dysart .
wicher_contracts;59433;Contract: Dragon;"Talk to the village elder of Fyesdal. 
Talk to the victims' mother. 
Examine the victims' bodies using your Witcher Senses. 
Use your Witcher Senses to follow the monster's tracks to the site of the attack. 
Follow the monster's tracks using your Witcher Senses. 
Talk to the village elder in Fyesdal about bait. 
Guide the sheep to the forktail's nest. 
Kill the forktail. 
Take a trophy from the forktail. 
Return to the elder in Fyresdal for your reward.";Talk to the village elder xmiscx xlocx . Talk to the victims ' mother . Examine the victims ' bodies using your Witcher Senses . Use your Witcher Senses to follow the monster 's tracks to the site xmiscx the attack . Follow the monster 's tracks using your Witcher Senses . Talk to the village elder in xlocx about bait . Guide the sheep to the forktail 's nest . xorgx the forktail . Take a trophy from the forktail . Return to the elder in xlocx for your reward .
wicher_contracts;53305;Contract: Here Comes the Groom;"If quest is started from the notice: 
Explore the caves on Spikeroog using your Witcher Senses. 
Find Melusine in the caves. 
Kill the monster. 
Take a trophy from the monster. 
If quest is started at the cave: 
Collect your reward from Kevan. 
If Geralt agrees to tell Britt:";If quest is started from the notice : Explore the caves on xmiscx using your Witcher Senses . xmiscx xperx in the caves . xorgx the monster . Take a trophy from the monster . If quest is started at the cave : Collect your reward from xperx . If xperx agrees to tell xperx :
wicher_contracts;42728;Contract: Jenny o' the Woods;"Talk to the ealdorman of Midcopse. 
Interrogate the witnesses. 
Search the nearby fields using your Witcher Senses. 
Use your Witcher Senses to determine what happened to the dragged body. 
Read the letter you found in the shallow grave. 
Ask the ealdorman about the lovers. 
Find the lovers' meeting spot. 
Burn Zula's letter and the dried blood from the knife. 
Kill the monster. 
Take a trophy from the monster. 
Collect your reward.";Talk to the ealdorman xmiscx xorgx . Interrogate the witnesses . Search the nearby fields using your Witcher Senses . Use your Witcher Senses to determine what happened to the dragged body . Read the letter you found in the shallow grave . Ask the ealdorman about the lovers . xmiscx the lovers ' meeting spot . Burn xperx 's letter xorgx the dried blood from the knife . xorgx the monster . Take a trophy from the monster . Collect your reward .
wicher_contracts;49940;Contract: Lord of the Wood;"Start quest by talking to Brean: 
Investigate the site of the monster's attack. 
Use your Witcher Senses to follow the sounds and find the leshen's totem. 
Lure the leshen out by destroying its totem. 
Kill the leshen. 
Take a trophy. 
If one started the quest by finding the wagon: 
Collect your reward from Brean Hotsch.";Start quest by talking to Brean : Investigate the site xmiscx the monster 's attack . Use your Witcher Senses to follow the sounds xorgx find the leshen 's totem . Lure the leshen out by destroying its totem . xorgx the leshen . Take a trophy . If one started the quest by finding the wagon : Collect your reward from Brean Hotsch .
wicher_contracts;28466;Contract: Missing Brother;"Talk to Bruno. 
Find the missing brother in the mine near the Inn at the Crossroads. 
Explore the mine using your Witcher Senses. 
Find out where the monsters in the mine are coming from using your Witcher Senses. 
Use witcher Signs to destroy all the eggs. 0/12 
Investigate the arachas' lair using your Witcher Senses. 
Kill the arachas. 
Take a trophy from the arachas' body. 
Collect your reward.";Talk to xperx . xmiscx the missing brother in the mine near the Inn at the Crossroads . Explore the mine using your Witcher Senses . xmiscx out where the monsters in the mine are coming from using your Witcher Senses . Use witcher Signs to destroy all the eggs . 0/12 Investigate the arachas ' lair using your Witcher Senses . xorgx the arachas . Take a trophy from the arachas ' body . Collect your reward .
wicher_contracts;30352;Contract: Missing Miners;"If quest is started at the notice: 
Investigate the area around the missing miners' camp using your Witcher Senses. 
Talk to the rock troll and decide his fate. 
Kill the rock troll. 
If you choose to kill the rock troll: 
If you started the quest at the camp first: 
Spared the troll: 
Collect your reward.";If quest is started at the notice : Investigate the area around the missing miners ' camp using your Witcher Senses . Talk to the rock troll xorgx decide his fate . xorgx the rock troll . If you choose to kill the rock troll : If you started the quest at the camp first : Spared the troll : Collect your reward .
wicher_contracts;31540;Contract: Missing Son;"If quest is started through the notice or Odhen: 
Find the fiend's lair using your Witcher Senses. 
Kill the fiend. 
Collect a trophy from the fiend. 
If quest is started by finding the fiend: 
If quest is started through the notice or Odhen: 
Collect your reward from Odhen.";If quest is started through the notice or Odhen : xmiscx the fiend 's lair using your Witcher Senses . xorgx the fiend . Collect a trophy from the fiend . If quest is started by finding the fiend : If quest is started through the notice or Odhen : Collect your reward from Odhen .
wicher_contracts;43014;Contract: Muire D'yaeblen;"If quest is started by talking to Bjorg: 
Investigate the drowners' liar using your Witcher Senses. 
Prepare a potion using drowner pheromones and use it to hide your scent. 
Hide in the water hag's lair and wait for the monster to return. 
Kill the water hag. 
Take a trophy from the water hag. 
If quest is started by finding Abaya first: 
Collect your reward from the shipbuilder.";If quest is started by talking to xperx : Investigate the drowners ' liar using your Witcher Senses . Prepare a potion using drowner pheromones xorgx use it to hide your scent . Hide in the water hag 's lair xorgx wait for the monster to return . xorgx the water hag . Take a trophy from the water hag . If quest is started by finding xperx first : Collect your reward from the shipbuilder .
